"alt.mean","alt.sd"
26.5214285714286,9.1255424405122
6.64285714285714,4.30515482265345
30.4022556390977,8.73854153165388
59.093984962406,9.95246255218291
8.23076923076923,6.81867610987666
35.9736842105263,9.54963513863398
66.7932330827068,10.7041920582984
101.484962406015,14.9252780195494
13.740350877193,7.57887770058307
43.4436090225564,10.1486413507143
77.3383458646616,11.2882555217894
147.996240601504,47.0774951739292
202.473684210526,40.8928113035577
9.15384615384615,6.31473308033316
24.1333333333333,7.51124352838616
50.093984962406,13.207866491894
112.330827067669,40.8696449249869
255.40977443609,48.0908862266244
4.86338797814208,3.4937815240305
20.4135338345865,7.16135100519487
43.9228070175439,8.05489566695835
67.8308270676692,12.732574065453
151.548872180451,61.5884657377562
240.323308270677,34.0368388378041
872.357142857143,14.0014920267713
9.6984126984127,6.53189519519057
33.8646616541353,8.47974897713834
60.2771929824561,9.16344193789901
94.3458646616541,20.4929974649536
165.154135338346,25.8979623625597
217.624060150376,38.4443928740326
815.714285714286,8.454157337093
822.943859649123,9.32305595685226
843.631578947368,17.1870832079103
903.308270676692,9.47184941485972
897.18045112782,10.3601810914938
8.62456140350877,5.53886017860015
19.1503759398496,5.73568273720832
42.2781954887218,10.9729364387999
77.7894736842105,11.6841303865983
118.545112781955,23.4232555498434
201.977443609023,23.1030394685523
297.421052631579,60.6713647325526
797.124060150376,5.70167337735411
793.661654135338,6.32919228569967
794.750877192982,7.83709854885357
821.390977443609,21.1009557456676
890.977443609023,12.2249149646545
881.812030075188,7.71927298946504
860.919298245614,8.90306638496549
5.29752066115702,3.76849712629022
24.1508771929825,8.3105465576566
37.515037593985,7.7216773643643
60.1052631578947,15.902183620269
100.501754385965,9.65190799257887
143.687969924812,23.0771553709331
253.59022556391,58.2324014904517
524.492481203008,230.28340607405
818.39298245614,211.357816773225
844.255639097744,7.26236526296043
833.191729323308,4.34425311317876
830.663157894737,4.90891082477008
823.093984962406,4.75698111654537
810.642105263158,7.47095190138608
785.172932330827,7.77321116054022
774.071428571429,6.91829482130542
772.157894736842,6.9636619031625
803.187969924812,23.0648471810651
859.966165413534,12.6656116640834
853.928571428571,10.6752478398419
839.947368421053,10.7215411912279
13.6777777777778,7.93443548205133
43.8666666666667,11.4854374375844
67.6214285714286,11.7826601575852
87.8142857142857,20.6892300395964
138.866666666667,31.6162539516518
259.367857142857,84.7093091902659
478.128571428571,158.61503374476
823.832142857143,186.730779223379
1060.77333333333,276.363815438699
1883.56333333333,130.737626868292
1690.42142857143,171.195022532454
986.596428571429,10.8521171197395
963.207142857143,9.24031716671705
938.885714285714,8.31941695148755
917.553333333333,8.62021941899747
894.057142857143,4.77263920671151
876.382142857143,6.13355268258003
857.136666666667,6.22095839078582
837.775,6.06027815584111
823.135714285714,5.51402345706834
817.385714285714,6.03464990599846
813.53,4.33957059047309
808.067857142857,4.92587008644675
804.596428571429,5.31360478407374
804.746428571429,7.15747007539566
793.25,7.21255176827407
774.825,6.15988438424295
759.139285714286,3.9119190430118
750.46,7.34403496031492
774.378571428571,19.6671105680331
827.857142857143,10.7969672023235
820.332142857143,10.2796229367353
809.566666666667,10.6607250731759
19.0343511450382,10.4248250055959
64.3052631578947,18.1049796769574
112.161654135338,19.4507650208165
143.744360902256,23.7716032068511
262.536842105263,85.0644093820307
481.323308270677,108.945030201555
1042.94360902256,296.206125031491
1548,290.437730799044
1419.27368421053,155.71048718415
1742.35338345865,189.15768386684
2030.38345864662,51.7889362125769
1962.59022556391,25.4804649247049
1903.61403508772,68.8199207531043
1733.99248120301,101.050407465357
1574.56390977444,135.592527950388
1451.73684210526,139.177876941668
1486.85263157895,136.0431245128
1385.98120300752,102.426907321528
1224.92481203008,32.446443317054
1176.20350877193,16.2454973709107
1139.25939849624,13.9041328868413
1117.67293233083,13.9357752067932
1096.29323308271,12.8161348512958
1070.37543859649,11.4410350028849
1035.9022556391,10.1124728973896
1008.15789473684,9.77856115145022
984.575438596491,8.04206109936811
964.710526315789,7.7971234478857
944.12030075188,7.35158829609253
923.334586466165,8.21485580312158
904.385964912281,7.31137062053875
886.417293233083,5.62295848106027
870.236842105263,4.78601695483377
856.898245614035,4.80318597420937
839.883458646617,5.30268256001108
821.278195488722,5.82169447349928
804.477443609023,6.34729615935352
796.031578947368,8.26640830717693
793.387218045113,6.52632305428414
786.289473684211,6.42715657260182
780.462406015038,7.51605176866463
774.336842105263,7.62447485097502
763.176691729323,5.66508521767136
749.676691729323,5.68287579627879
733.024561403509,5.11791525771234
748.413533834586,17.9549237771216
788.18045112782,13.5909706910146
788.402255639098,9.58260189321439
780.814035087719,8.67186316620669
770.255639097744,8.46538268063739
13.6654135338346,8.62012165665394
38.8007518796992,13.0953599516291
91.2701754385965,22.2792928310936
158.278195488722,21.2033651239728
217.458646616541,57.2276501686188
495,153.920891515968
958.184210526316,306.640813623921
1438.00751879699,266.600839253038
1258.97744360902,246.698975261248
1391.41052631579,172.133801629588
1664.68421052632,109.635717112321
1838.03383458647,98.1606056994261
2245.42807017544,149.222583716343
2232.11278195489,49.9138358154974
2096.43609022556,48.5481054381848
2031.0037593985,71.5455520878093
1945.39298245614,52.0057548943381
1847.80827067669,19.6062390728834
1731.45112781955,66.5248390172452
1533.04135338346,127.241065892589
1300.60350877193,37.1601121003037
1244.73308270677,20.2547966713297
1208.44360902256,14.6227599975064
1165.01754385965,10.5491659574033
1130.45864661654,9.46414188173802
1101.37218045113,8.6277643391462
1075.28195488722,7.99194249499083
1050.68070175439,7.67654738717198
1021.56766917293,10.122883091981
993.259398496241,7.84498433774532
970.845614035088,7.18155084901482
949.263157894737,6.60233776418123
930.364661654135,6.21550945696476
911.03007518797,7.42147811105146
893.343859649123,6.05500077179429
879.417293233083,4.75223103558494
863.733082706767,4.55906679965317
848.056140350877,4.90296753858901
833.800751879699,7.59703016691864
816.003759398496,5.46791541825015
800.503759398496,4.11921234484124
785.484210526316,4.5591491929935
777.853383458647,4.29711704798726
770.902255639098,4.55219567449932
760.898496240602,5.02982028205751
752.18947368421,6.2573248404279
746.575187969925,6.58213598427421
736.518796992481,5.55059269826463
727.224561403509,4.24663415607553
729.477443609023,10.9493455756289
756.003759398496,8.36005692871325
758.913533834586,8.42704793500375
754.108771929825,8.11528467261125
745.34962406015,7.85541153754363
735.537593984962,7.15703218247234
17.4473684210526,10.0646519792665
44.3421052631579,14.7860041447989
78.2857142857143,20.9443364447411
112.014035087719,21.8595020641304
225.928571428571,92.9933988904415
375.496240601504,85.0673982790383
659.315789473684,158.275361527675
1248.08270676692,298.47409533594
1252.65037593985,279.849154009545
1243.44736842105,193.54792457233
1248.24561403509,77.3644386183848
1406.25563909774,80.9321312813456
1743.92105263158,164.006550054486
2267.48070175439,143.472517168287
2201.15037593985,36.9881156315288
2087.01127819549,82.2934226988532
1959.40601503759,71.5808594205246
1805.51228070175,135.275608169229
1725.55639097744,90.6663311296465
1759.37218045113,38.6274979840878
1594.33082706767,58.8170456366739
1486.18596491228,66.1302370555779
1363.72932330827,81.399886682926
1213.23308270677,25.4081808896551
1159.79298245614,12.3662970485652
1124.7969924812,10.3524744273895
1094.3984962406,10.0537722946572
1066.39097744361,8.54010259004808
1039.41403508772,8.27331189105378
1012.56766917293,6.76151204338068
989.191729323308,7.58877567486606
965.722807017544,7.02488077047484
945.372180451128,5.04102195963311
925.454887218045,5.45096794126201
905.988721804511,6.63523077342867
880.726315789474,7.34766721425754
868.406015037594,5.92600612457094
856.387218045113,5.7766989794732
840.424561403509,5.41828804305559
823.37969924812,4.9276464495587
809.428571428571,4.57356755887933
795.676691729323,5.22771839142874
778.789473684211,5.20406410151917
764.093984962406,4.51523641786418
756.537593984962,4.62320809148488
749.255639097744,4.52440615986747
737.694736842105,4.5480386212325
728.011278195489,5.1377133763387
720.116541353383,5.51888258379857
713.957894736842,5.91533419604104
713.127819548872,6.18935609030516
726.045112781955,9.12046395845194
730.973684210526,7.9038600050321
729.059649122807,6.69296087158474
723,7.03039224327773
715.255639097744,5.98949285702491
11.4675324675325,8.69615558600829
23.6701754385965,11.11479734586
48.3721804511278,13.3512990160647
85.3759398496241,21.0333433417566
153.334586466165,31.1113169850671
220.614035087719,77.220726799177
468.398496240602,196.112768477716
595.428571428571,127.536974185397
682.508771929825,150.911797157723
902.052631578947,261.227763435044
879.988721804511,154.757594578972
1113.58646616541,162.59147220876
1239.08771929825,86.9304158957511
1620.82330827068,226.688088387852
2099.27819548872,181.0574329138
2357.41403508772,104.035935419742
2163.68045112782,42.0017896449737
2019.65789473684,57.7562172891468
1873.03007518797,116.216287615653
1730.3649122807,95.8113251767376
1525.8984962406,56.7142542861987
1601.23684210526,93.8369939309123
1539.39473684211,77.8970668818693
1426.61403508772,96.1733606321442
1296.32330827068,67.7159493346808
1187.43609022556,25.6982059085869
1139.14385964912,12.129741958518
1110.45112781955,9.67273247020739
1084.73308270677,7.81726412407734
1059.57518796992,7.80541569139513
1034.78596491228,7.2062042565762
1008.78571428571,6.67147849707448
985.402255639098,6.76727939164556
964.336842105263,7.088391411984
942.718045112782,5.84318773927791
925.65037593985,4.83403224882336
907.221804511278,6.82335432750059
883.052631578947,6.94551494920014
864.15037593985,6.26520338401249
846.270676691729,4.65022266790689
833.084210526316,5.22655022739343
816.522556390977,6.48201129444684
797.503759398496,8.1390037498459
780.804511278195,7.64836511978427
766.063157894737,6.84353893857956
752.665413533835,6.09522603308378
741.308270676692,6.02971315833023
733.421052631579,6.14013769904692
726.547368421053,4.8573345608804
715.571428571429,4.8389702854203
704.868421052632,5.08063089858986
695.652631578947,5.55909688629842
695.936090225564,5.05065418286062
701.669172932331,6.27811028473856
706.342105263158,5.99051716703162
706.856140350877,6.93508678479416
701.251879699248,6.90149670946499
693.778195488722,7.26997275794501
683.091228070175,7.94160644474107
85.772,59.7600289511389
44.8270676691729,16.5941618641244
63.8842105263158,15.262858691886
93.2105263157895,19.9686745741987
134.5,23.1539963541893
275.078947368421,91.9213638933837
482.568421052632,117.674322527718
814.387218045113,147.639810509652
985.612781954887,184.480945649417
828.40350877193,153.932244520562
908.421052631579,226.227126162443
1016.68045112782,156.294277812007
1278.16165413534,178.416578983349
1460.33333333333,232.898313461359
1869.42857142857,313.435625137158
2222.61278195489,240.731786211561
2378.50526315789,65.734561249195
2243.62030075188,47.9022845941941
2162.14661654135,46.1050188384509
2080.06015037594,46.0133302093908
1890.08421052632,129.484459600308
1513.8984962406,92.0503196964614
1458.62406015038,75.6590765986135
1388.86090225564,102.669681979022
1277.70175438596,37.9905311183954
1227.92105263158,33.2062361786448
1179.2030075188,16.9988942585992
1143.90526315789,13.456298868704
1140.09022556391,22.4890610378473
1080.16165413534,12.2984964370447
1053.79323308271,8.62414946739871
1034.32631578947,5.54960112498229
1008.95112781955,7.75919774632786
983.259398496241,8.23684806536592
958.41052631579,7.3988408925319
938.804511278195,6.91889253502272
918.646616541353,5.42905598482525
902.315789473684,6.25480153198869
880.108771929825,7.58696715886077
861.631578947368,5.06556809637644
845.15037593985,4.84553284349422
828.287719298246,6.8936608504429
814.958646616541,4.72669860165373
795.992481203008,6.88174642226812
776.804511278195,5.50534374587543
758.863157894737,4.63212266840185
741.947368421053,4.54215606600045
727.417293233083,4.279252470043
716.436090225564,5.62790001850101
709.505263157895,6.5098089869597
704.157894736842,4.78810177105812
691.924812030075,5.26952657663784
681.508771929825,4.47025697585667
676.977443609023,5.31493611373029
680.357142857143,6.21108911804886
684.492481203008,7.2059946120367
684.357894736842,7.59157583913083
678.996240601504,7.41517980051515
670.31954887218,7.30309790712125
659.375438596491,7.97682119038873
646.853383458647,7.63538978626852
37.6701754385965,23.3474217060734
111.966165413534,32.5290404645195
93.3458646616541,14.8776368141606
120.961403508772,35.8990454303727
204.635338345865,106.253339620226
260.755639097744,66.3382730971687
561.161654135338,134.615539892873
705.740350877193,160.575843012053
908.484962406015,181.994095278978
1171.49248120301,144.139744626492
1558.20350877193,428.540604829513
1581.93609022556,214.208379533556
1367.74060150376,289.991184651337
1668.32330827068,216.193677978961
2177.10175438596,234.068170889747
2548.5037593985,117.919199970415
2363.6015037594,110.444825453383
2255.66315789474,49.1937697574635
2210.17293233083,57.8367267632751
2232.01879699248,29.1334538959218
2104.22180451128,66.0483503153028
1858.28421052632,92.933642442885
1618.57142857143,63.6463443008092
1472.7030075188,79.6302667780732
1341.88345864662,36.8354519152941
1311.12280701754,38.0566063629898
1241.44360902256,25.3080384079423
1220.39473684211,18.2021720279273
1185.09473684211,19.4950736017293
1148.14285714286,24.2414405379115
1080.99248120301,19.4352320578159
1037.32706766917,8.76281705216668
1016.62456140351,7.57656414153266
1003.13157894737,6.95440534653629
982.691729323308,9.19940970307053
952.031578947368,8.78513384778507
927.545112781955,7.69070957459825
906.763157894737,6.43459956015162
889.68045112782,6.12629296198713
875.554385964912,6.36296696937234
861.383458646617,4.9468447035383
849.248120300752,4.77557625097426
834.978947368421,10.077843792587
814.304511278195,7.4302631016842
792.759398496241,5.7180949142305
775.766917293233,4.12701585834372
760.084210526316,4.70015693001736
742.233082706767,5.28420532651376
